index	biography	name	fullName
807	CARMARTHEN, GEORGE WILLIAM FREDERICK OSBORNE, MARQUESS OF (1775-1838), e. s. of 5th D. of Leeds; sty. E. of Danby 1784-9 and M. of Carmarthen 1789-99 when suc. fa. as 6th D.; m. 1797 Ldy. Charlotte Townshend, dau. of 1st M. Townshend; KG 1827.	CARMARTHEN, GEORGE WILLIAM FREDERICK OSBORNE, MARQUESS OF	George William Frederick Osborne, Marquess Of Carmarthen
808	CARMICHAEL, JOHN CARMICHAEL, LORD (1701-67), s. and h. of 2nd E. of Hyndford; sty. Ld. Carmichael 1710-37 when suc. fa. as 3rd E.; m. 1 1732 Elizabeth Shovell (d. 1750), wid. of 1st B. Romney, 2 1756 Jean Vigor; army officer, capt. 3 Ft. 1733; env. to Prussia 1741 and Russia 1744-9; amb. at Vienna 1752-64; KT 1742.	CARMICHAEL, JOHN CARMICHAEL, LORD	John Carmichael, Lord Carmichael
809	CARMICHAEL, JOHN (1710-87), s. and h. of Hon. William Carmichael of Skirling, Lan.; member of the Faculty of Advocates 1737; m. 1749 Janet Grant; suc. cos. 1767 as 4th E. of Hyndford.	CARMICHAEL, JOHN	John Carmichael
810	CARMICHAEL	CARMICHAEL	Carmichael
811	CARNEGIE, SIR DAVID, 4TH BT. (1753-1805) of Southesk, e. s. of Sir James Carnegie; suc. fa. 1765 as 4th Bt.; educ. Eton, St Andrews and Ch.Ch. Oxf. 1771; m. 1783 Agnes Murray Elliot; MP 1784-90, 1796-1805.	CARNEGIE, SIR DAVID, 4TH BT.	Sir David, 4th Bt. Carnegie
812	CARNEGIE, JAMES (d. 1768), 4th Laird of Boysack, s. of John Carnegie of Boysack and collateral of the E. of Northesk; a Jacobite, he fought in the 1745 rebellion.	CARNEGIE, JAMES	James Carnegie
813	CARNEGIE, JOHN, of Boysack.	CARNEGIE, JOHN, of Boysack.	John Carnegie
814	CAROL, CHARLES	CAROL, CHARLES	Charles Carol
815	CARPENTER, LADY ALMERIA (d. 1809), dau. of 1st E. of Tyrconnel [I], of Homme Ho., Herefs.	CARPENTER, LADY ALMERIA	Lady Almeria Carpenter
816	CARPENTER, HON. GEORGE (c.1695-1749) of the Homme, Herefs., o. s. of 1st B. Carpenter; army officer, cornet 3 Hussars 1704, lt.-col. 1 Ft.Gds. 1715; MP 1717-27, 1741-7; m. 1722 Elizabeth Petty; FRS 1729; suc. fa. 1732 as 2nd B.	CARPENTER, HON. GEORGE	Hon. George Carpenter
817	CARR, HARRIET (1771-1848), yr. dau. of Ralph Carr of Dunston Hill, Durham, and Hedgeley, Northumb.; m. 1798 Col. Robert Cheney; see John Carr.	CARR, HARRIET	Harriet Carr
818	CARR, HENRY THOMAS (b. after 1694), 2nd s. of Ralph Carr (b. 1669) of Cocken, Durham; m. Elizabeth Cotesworth.	CARR, HENRY THOMAS	Henry Thomas Carr
819	CARR, JOHN (1764-1817), e. s. of Ralph Carr of Dunston Hill, Durham, and Hedgeley, Northumb.; Ch.Ch. Oxf. 1781; m. 1802 Hannah Ellison.	CARR, JOHN	John Carr
820	CARR, RALPH, possibly Ralph Carr of Cocken Hall, Durham, b. 1694 in Newcastle; see Henry Thomas Carr with whom he possibly travelled in 1739-40.	CARR, RALPH, possibly Ralph Carr of Cocken Hall, Durham, b. 1694 in Newcastle	Ralph Carr
821	CARR	CARR	Carr
822	CARRARD, C.B.	CARRARD, C.B.	C.b. Carrard
823	CARRE	CARRE	Carre
824	CARRINGTON	CARRINGTON	Carrington
825	CARROLL, FR. JOHN (1735-1815), 3rd s. of Daniel Carroll of Upper Marlboro, Maryland; educ. St Omer's, Liège 1755; Bruges 1762; ord. 1769; chaplain to Ld. Arundell 1773; America 1774; Abp. of Baltimore 1789.	CARROLL, FR. JOHN	Fr. John Carroll
826	CARROLL, WILLIAM (b. c.1722), from Ireland.	CARROLL, WILLIAM	William Carroll
827	CARSE, MARK, of Cockpen, Midloth.	CARSE, MARK, of Cockpen, Midloth.	Mark Carse
828	CARSWELL, WILLIAM (d. c.1740), see Hugh Fortescue	CARSWELL, WILLIAM	William Carswell
829	CARTER, GEORGE (1737-94), painter, s. of George Carter of Colchester; mercer, Covent Garden; exh. SA 1772-4, RA 1775-6; Russia c.1780; exh. Pall Mall 1785; India 1786-8.	CARTER, GEORGE	George Carter
830	CARTER, JOHN	CARTER, JOHN	John Carter
831	CARTER, MARY (d. 1812), dau. of Thomas Carter of Robertstown and Rathnally, Co. Meath.	CARTER, MARY	Mary Carter
832	CARTER, THOMAS (1769-1800), composer, e. s. of Timothy Carter, of Dublin; Ch.Ch. Cathedral, Dublin; musical dir. of Calcutta Theatre, India; m. 1793 Miss Wells.	CARTER, THOMAS	Thomas Carter
833	CARTWRIGHT, JOHN (fl. 1767-1808), painter, founder of the Free Society of Artists 1767; exh. RA between 1778 and 1808.	CARTWRIGHT, JOHN	John Cartwright
834	CARY, HON. LUCIUS CHARLES (1705-85), 1st s. of 6th Vct. of Falkland[S]; suc. fa. 1730 as 7th Vct.; m. 1 1734 Jane Butler (d. 1751), wid. of Ld. Villiers, 2 1752 Sarah Inwen (d. 1776), wid. of 10th E. of Suffolk.	CARY, HON. LUCIUS CHARLES	Hon. Lucius Charles Cary
835	CARY	CARY	Cary
836	CARYLL, JOHN BAPTIST CARYLL, BARON (1713-88), Jacobite courtier, s. of Hon. John Caryll of Harting, Sx.; suc. gd.-fa. 1736 as 3rd B. Caryll[J]; met the Young Pretender on 1744 expedition to Scotland; to France c.1767; m. 1 1738 Hon. Dorothy Molyneux (d. 1760), dau. of 4th Vct. Molyneux, 2 Mary Scarisbrick (c.1743-83); d. Dunkirk.	CARYLL, JOHN BAPTIST CARYLL, BARON	John Baptist Caryll, Baron Caryll
837	CASAMAJOR, see William Nisbet	CASAMAJOR	Casamajor
838	CASELY, JOHN, painter.	CASELY, JOHN, painter.	John Casely
839	CASENAVE, see William Taylor	CASENAVE	Casenave
840	CASLETON	CASLETON	Casleton
841	CASSIDY	CASSIDY	Cassidy
842	CASSILLIS, 9TH EARL OF, see Sir Thomas Kennedy	CASSILLIS, 9TH EARL OF	9th Earl Of Cassillis
843	CASSON', JOHN (b. c.1725), painter.		John 'Casson'
844	CAST, MISS	CAST, MISS	Miss Cast
845	CAST, see Coade	CAST	Cast
846	CASTLECOOTE, CHARLES COOTE, VISCOUNT (c.1680-1715), 1st s. of 3rd E. of Mountrath [I]; sty. Vct. Castlecoote -1709 when suc. fa. as 4th E.; d. in Bordeaux; unm.	CASTLECOOTE, CHARLES COOTE, VISCOUNT	Charles Coote, Viscount Castlecoote
847	CASTLECOOTE, CHARLES HENRY COOTE, VISCOUNT (c.1725-1802), s. and h. of 6th E. of Mountrath [I]; sty. Vct. Castlecoote -1744 when suc. fa. as 7th E.; cr. B. Castle Coote [I] 1800; unm.; see John Clephane.	CASTLECOOTE, CHARLES HENRY COOTE, VISCOUNT	Charles Henry Coote, Viscount Castlecoote
848	CASTLETON, NATHANIEL (c.1717-1782), s. of Nathaniel Castleton of St Benet Fink, London; Trin. Oxf. 1734; DCL 1754.	CASTLETON, NATHANIEL	Nathaniel Castleton
849	CASTLETON, PHILLIP	CASTLETON, PHILLIP	Phillip Castleton
850	CASTRES, ABRAHAM (d. 1757), diplomat; sec. Modena, Parma, Genoa, Florence 1715-23; min.plen. at Madrid 1739; d. Lisbon.	CASTRES, ABRAHAM	Abraham Castres
851	CATER, EDWARD	CATER, EDWARD	Edward Cater
852	CATHCART, MISS MARY ANNE [Mainie, Mary] (1727-74), 4th dau. of 8th Ld. Cathcart[S]; m. 1754 7th Ld. Napier[S]; see Sir John Houston.	CATHCART, MISS MARY ANNE [Mainie, Mary]	Miss Mary Anne [Mainie Cathcart
853	CATHERLOUGH, 1ST EARL OF, see Robert Knight	CATHERLOUGH, 1ST EARL OF	1st Earl Of Catherlough
854	CATOR, JOHN (1728-1806) of Beckenham, Kent, s. of John Cator of Southwark and Ross, Herefs.; m. 1753 Mary Collinson; MP 1772-80, 1784, 1790-3.	CATOR, JOHN	John Cator
855	CAULET, THOMAS GIDEON, cos. of Thomas Patch and stepson of his bro. James Patch, a surgeon.	CAULET, THOMAS GIDEON, cos. of Thomas Patch and stepson of his bro. James Patch, a surgeon.	Thomas Gideon Caulet
856	CAVE	CAVE	Cave
857	CAVENDISH, LORD CHARLES (aft.1700-83), 3rd s. of 2nd D. of Devonshire; educ. Eton; m. 1727 Ldy. Anne Grey (d. 1733), dau. of 1st D. of Kent; MP 1725-41.	CAVENDISH, LORD CHARLES	Lord Charles Cavendish
858	CAVENDISH, LORD FREDERICK (1729- 1803), 3rd s. of 3rd D. of Devonshire; army officer, col. 34 Ft. 1760, FM 1796; MP 1751-80; unm.; see Lord George Augustus Cavendish.	CAVENDISH, LORD FREDERICK	Lord Frederick Cavendish
859	CAVENDISH, LORD GEORGE AUGUSTUS (c.1727-94), 2nd s. of 3rd D. of Devonshire; St John's Camb. 1746; MP 1751-94; unm.	CAVENDISH, LORD GEORGE AUGUSTUS	Lord George Augustus Cavendish
860	CAVENDISH, LORD GEORGE AUGUSTUS HENRY (1754-1834), 3rd s. of 4th D. of Devonshire; Trin. Camb. 1770; MP 1775-1831; m. 1782 Ldy. Elizabeth Compton, dau. of 7th E. of Northampton; cr. E. of Burlington 1831.	CAVENDISH, LORD GEORGE AUGUSTUS HENRY	Lord George Augustus Henry Cavendish
861	CAVENDISH, HENRY	CAVENDISH, HENRY	Henry Cavendish
862	CAVENDISH, LORD JAMES (after 1698-1741), 2nd s. of 2nd D. of Devonshire; army officer, capt. 3 Ft.Gds. 1727; col. 34 Ft. 1738; MP 1741; unm.; see Lord Charles Cavendish.	CAVENDISH, LORD JAMES	Lord James Cavendish
863	CAVENDISH, LORD RICHARD (1752-81), 2nd s. of 4th D. of Devonshire; Trin. Camb. 1768; MP 1773-81; unm.; d. Naples.	CAVENDISH, LORD RICHARD	Lord Richard Cavendish
864	CAWDOR, 1ST BARON, see Col. John Campbell	CAWDOR, 1ST BARON	1st Baron Cawdor
865	CAYLEY, THOMAS (1732-92), e. s. of Sir George Cayley of High Hall, Brompton, Yorks.; Trin. Camb. 1751; m. 1763 Isabella Seton of Parbroarth, Fife (d. 1828); suc. fa. 1791 as 5th Bt.	CAYLEY, THOMAS	Thomas Cayley
866	CECIL, HON. CHARLES (d. 1702), 4th s. of 3rd E. of Salisbury; d. Albano.	CECIL, HON. CHARLES	Hon. Charles Cecil
867	CECIL, CHARLES (c.1695-1737), s. of Hon. Robert Cecil (2nd s. of 3rd E. of Salisbury); Ch.Ch. Oxf. 1712; DD Camb. 1728; rect. of Hatfield Bishops, Herts, 1719-37; Bp. of Bristol 1733, and Bangor 1734-7.	CECIL, CHARLES	Charles Cecil
868	CECIL, HON. GEORGE, 5th s. of 3rd E. of Salisbury; see Hon. Charles Cecil.	CECIL, HON. GEORGE, 5th s. of 3rd E. of Salisbury	Hon. George Cecil
869	CECIL, HON. WILLIAM (d. 1715) of Snape Hall, Yorks, 2nd s. of 5th E. of Exeter.	CECIL, HON. WILLIAM	Hon. William Cecil
870	CESALY, GEORGE and MRS ANNA	CESALY, GEORGE and MRS ANNA	George And Mrs Anna Cesaly
871	CHAD, ROBERT JOHN (1778-98), e. s. of Sir George Chad, 1st Bt., of Thursford, Norf.	CHAD, ROBERT JOHN	Robert John Chad
872	CHALMERS, GEORGE (c.1723-1791), painter, s. of Roderick Chalmers; in 1764 apparently suc. to Baronetcy of Chalmers of Cults; exh. RA 1775-90.	CHALMERS, GEORGE	George Chalmers
873	CHALONER	CHALONER	Chaloner
874	CHALOT	CHALOT	Chalot
875	CHAMBER, WILLIAM (b. c.1700), e. s. of Thomas Chamber (d. 1735) of Hanworth, Mx.; Trin. Oxf. 1717.	CHAMBER, WILLIAM	William Chamber
876	CHAMBERLAIN, GODFREY, merchant at Leghorn.	CHAMBERLAIN, GODFREY, merchant at Leghorn.	Godfrey Chamberlain
877	CHAMBERLAIN, THOMAS (d. 1728), consul in Sicily and Malta 1689-1725.	CHAMBERLAIN, THOMAS	Thomas Chamberlain
878	CHAMBERLAIN, THOMAS (b. c.1710)	CHAMBERLAIN, THOMAS	Thomas Chamberlain
879	CHAMBERLAIN, WILLIAM (d. 1750), nephew of Thomas Chamberlain (d. 1728); cons. Messina 1725-50; d. Messina.	CHAMBERLAIN, WILLIAM	William Chamberlain
880	CHAMBERLAYNE, REV. GEORGE (1739- 1815); King's Camb., fell. 1758-61, MA 1764; Catholic priest 1783; see Henry, Lord Lincoln.	CHAMBERLAYNE, REV. GEORGE	Rev. George Chamberlayne
881	CHAMBERS, WILLIAM (1723-96), architect, b. Gothenburg, e. s. of John Chambers, a Scottish merchant; Swedish EICo 1740-9, sailing to India and China; studied architecture under J.F. Blondel in Paris 1749; m. 1753 Catherine More; treas. RA 1768; Comptroller of the Office of Works 1769-83 and surv.gen. 1783; Kt (Sweden) 1770; FRS 1776.	CHAMBERS, WILLIAM	William Chambers
882	CHAMBERS	CHAMBERS	Chambers
883	CHAMIER	CHAMIER	Chamier
884	CHAMPERNOWNE, ARTHUR (1767-1819), dealer and collector, s. of the Rev. Richard Harrington of Dartington, Devon; assumed name of Champernowne from his maternal gd-fa. 1774; Dilettanti 1798; m. 1806 Louisa Buller; MP 1806-7.	CHAMPERNOWNE, ARTHUR	Arthur Champernowne
885	CHAMPION, PETER (d. 1758) of Cornwall, acquired a considerable fortune as a merchant at Leghorn (Commons 2, 2:208).	CHAMPION, PETER	Peter Champion
886	CHAMPION	CHAMPION	Champion
887	CHAMPNEY	CHAMPNEY	Champney
888	CHANCEL, A. DORIACK	CHANCEL, A. DORIACK	A. Doriack Chancel
889	CHANDLER, DR RICHARD (1738-1810), antiquarian and traveller; Magd. Oxf. 1757; fell. 1770; commanded Dilettanti expedition to Asia Minor 1764-6; m. 1785 Benigna Dorrien.	CHANDLER, DR RICHARD	Dr Richard Chandler
890	CHANGUION, PHILIP (d. 1771), diplomat; sec. Naples 1753-64; sec. to the D. of Richmond in France 1765-6, env. Sicily 1771; d. Messina.	CHANGUION, PHILIP	Philip Changuion
891	CHANTREY, MRS, see Edmund Cradock-Hartopp	CHANTREY, MRS	Mrs Chantrey
892	CHAPMAN, RICHARD, of Worcester.	CHAPMAN, RICHARD, of Worcester.	Richard Chapman
893	CHAPMAN, MRS	CHAPMAN, MRS	Mrs Chapman
894	CHAPMAN, MAJ., either Maj. Benjamin Chapman of the 18th Ft or Maj. Richard Chapman of the R. Artillery.	CHAPMAN, MAJ., either Maj. Benjamin Chapman of the 18th Ft or Maj. Richard Chapman of the R. Artillery.	Maj. Chapman
895	CHAPPELOW, LEONARD (1744-1820), classical scholar and naturalist, of Roydon, Norf.; Trin. Camb., BA 1766; ord. 1766; chapl. to 1st B. Bradford.	CHAPPELOW, LEONARD	Leonard Chappelow
896	CHARDIN, GEORGE, probably George Chardin, c.1691-1769, yr. s. of Sir John Chardin, Kt.	CHARDIN, GEORGE, probably George Chardin, c.1691-1769, yr. s. of Sir John Chardin, Kt.	George Chardin
897	CHARLEMONT, JAMES CAULFEILD, 4TH VISCOUNT (1728-99), 1st surv. s. of 3rd Vct. Charlemont [I]; suc. fa. 1734 as 4th Vct.; FRS and FSA 1755; Dilettanti 1756; cr. E. of Charlemont [I] 1763; m. 1768 Mary Hickman; c.-in-c. Irish Volunteers; KP 1783.	CHARLEMONT, JAMES CAULFEILD, 4TH VISCOUNT	James Caulfeild, 4th Viscount Charlemont
898	CHARLES EDWARD LOUIS PHILIP CASIMIR STUART (1720-88), called The Young Pretender, e. s. of James Stuart, the Pretender; b. Rome, de jure P. of Wales; in France and Scotland 1744-6; in France and Germany 1746-66, with Clementina Walkinshaw 1752-60; suc. fa. 1766 as de jure Charles III, but sty. E. of Albany; m. 1772 Ps. Louise of Stolberg-Gedern (1752-1824, sty. Cts. of Albany).	CHARLES EDWARD LOUIS PHILIP CASIMIR STUART	Charles Edward Louis Philip Casimir Stuart
899	CHARLES, FREDERICK	CHARLES, FREDERICK	Frederick Charles
900	CHARLES, DR GEORGE, sec. Turin 1749-55.	CHARLES, DR GEORGE, sec. Turin 1749-55.	Dr George Charles
901	CHARLEVILLE, 1ST BARON, see Sir John Brownlow	CHARLEVILLE, 1ST BARON	1st Baron Charleville
902	CHARLEVILLE, 1ST EARL OF, see Charles Bury	CHARLEVILLE, 1ST EARL OF	1st Earl Of Charleville
903	CHARLTON, DR JOHN (fl. 1768-?1806)	CHARLTON, DR JOHN	Dr John Charlton
904	CHARRON, PETER, merchant at Leghorn, later in partnership with Anthony Lefroy.	CHARRON, PETER, merchant at Leghorn, later in partnership with Anthony Lefroy.	Peter Charron
905	CHARTERIS, WILLIAM HENRY, see Capt. Robert Scott	CHARTERIS, WILLIAM HENRY	William Henry Charteris
906	CHASE, S., see Miles Barne (1746-1825)	CHASE, S.	S. Chase
907	CHASE, THOMAS (1729-88), b. Lisbon of English parents.	CHASE, THOMAS	Thomas Chase
908	CHAUVET	CHAUVET	Chauvet
909	CHEAP, THOMAS, s. of George Cheap, collector of Customs at Prestonpans.	CHEAP, THOMAS, s. of George Cheap, collector of Customs at Prestonpans.	Thomas Cheap
910	CHEDWORTH, 1ST BARON, see John Howe	CHEDWORTH, 1ST BARON	1st Baron Chedworth
911	CHEDWORTH, 2ND BARON, see John Thynne Howe	CHEDWORTH, 2ND BARON	2nd Baron Chedworth
912	CHESSELL, JOHN and ANNE	CHESSELL, JOHN and ANNE	John And Anne Chessell
913	CHESTER, SIR JOHN, 4TH BT. (1666-1726) of Chicheley Hall, Bucks, e. surv. s. of Sir Anthony Chester; m. 1 1686 Anne Woollaston (d. 1704), 2 1714 Frances, Ldy. Skrimshire; suc. fa. 1698 as 4th Bt.	CHESTER, SIR JOHN, 4TH BT.	Sir John, 4th Bt. Chester
914	CHESTERFIELD, PHILIP STANHOPE, 5TH EARL OF (1755-1815), o. surv. s. of Arthur Stanhope of Mansfield, Notts; in Germany 1770, Switzerland 1773; suc. cos. 1773 as 5th E. of Chesterfield; FSA and FRS 1776; m. 1 1777 Anne Thistlewaite (d. 1798), 2 1799 Ldy. Henrietta Thynne, dau. of 1st M. of Bath; KG 1805.	CHESTERFIELD, PHILIP STANHOPE, 5TH EARL OF	Philip Stanhope, 5th Earl Of Chesterfield
915	CHESNUTT, JAMES	CHESNUTT, JAMES	James Chesnutt
916	CHETHAM, GEORGE (1678-1701), merchant, 2nd s. of James Chetham of Turton, Lancs, and Etwall, Derby.; apprenticed to Samuel Winder in London; d. Leghorn.	CHETHAM, GEORGE	George Chetham
917	CHETHAM, HUMPHREY (1680-1749), merchant, 3rd s. of James Chetham of Turton, Lancs, and Etwall, Derby.; apprenticed to Samuel Winder in London; Leghorn merchant 1701-17-; suc. bro. Samuel 1745; unm.	CHETHAM, HUMPHREY	Humphrey Chetham
918	CHETWYND, JOHN (c.1680-1767), 2nd s. of John Chetwynd; m. c.1716 Esther -; sec. to D. of Manchester in Paris 1699-1701; sec. Turin 1704-6, and env. 1706-13; env. in Spain 1717-18; MP 1715-34, 1738-47; suc. bro. 1736 as 2nd Vct. Chetwynd [I].	CHETWYND, JOHN	John Chetwynd
919	CHETWYND, WALTER (1710-86), fell. of King's Camb. 1730-86.	CHETWYND, WALTER	Walter Chetwynd
920	CHETWYND, WILLIAM RICHARD (c.1683- 1770) of Chetwynd Ho., Staffs, 3rd s. of John Chetwynd; educ. Westminster and Ch.Ch. Oxf. 1703; res. 1708-11, env.extra. 1711-13 Genoa; MP 1715-27, 1734-70; m. 1715 Honora Baker; suc. bro. 1767 as 3rd Vct. Chetwynd [I].	CHETWYND, WILLIAM RICHARD	William Richard Chetwynd
921	CHEVILLY, JOHN BAPTIST	CHEVILLY, JOHN BAPTIST	John Baptist Chevilly
922	CHEWTON, GEORGE WALDEGRAVE, VISCOUNT (1751-89), o. s. of 3rd E. Waldegrave; sty. Vct. Chewton 1763-84 when suc. fa. as 4th E.; educ. Eton; army officer, ensign 3rd Ft.Gds. 1768; lt.-col. 87 Ft. 1779-83; MP 1774-80; m. 1782 his cos., Ldy. Elizabeth Waldegrave, dau. of 2nd E. Waldegrave.	CHEWTON, GEORGE WALDEGRAVE, VISCOUNT	George Waldegrave, Viscount Chewton
923	CHICHESTER, 1ST EARL OF, see Thomas Pelham (1728-1805)	CHICHESTER, 1ST EARL OF	1st Earl Of Chichester
924	CHICHESTER, 2ND EARL OF, see Thomas Pelham (1756-1826)	CHICHESTER, 2ND EARL OF	2nd Earl Of Chichester
925	CHICHESTER, JOHN	CHICHESTER, JOHN	John Chichester
926	CHILD, JOSIAH (d. 1774), s. of Josiah Child, and nephew to John Child, Ld. Tylney; d. Florence.	CHILD, JOSIAH	Josiah Child
927	CHILD, ROBERT, possibly Robert Child of Osterley, banker, d.1721, e. s. of Sir Francis Child, 1642-1713.	CHILD, ROBERT, possibly Robert Child of Osterley, banker, d.1721, e. s. of Sir Francis Child, 1642-1713.	Robert Child
928	CHOLMONDELEY, HON. GEORGE (1703- 70), e. s. of 2nd E. of Cholmondeley; sty. Vct. Malpas 1724-33 when suc. fa. as 3rd E.; m. 1723 Ldy. Mary Walpole (d. 1732), dau. of 1st E. of Orford; MP 1724-33; KB 1725; army officer, col.1745, maj.-gen.1759.	CHOLMONDELEY, HON. GEORGE	Hon. George Cholmondeley
929	CHOLMONDELEY, GEORGE JAMES CHOLMONDELEY, 4TH EARL OF (1749- 1827), s. of George Cholmondeley, Vct. Malpas; suc. gd.-fa. 1770 as 4th E. of Cholmondeley; env. Berlin 1782; m. 1791 Ldy. Georgiana Bertie (1764-1838), dau. of 3rd D. of Ancaster; cr. M. of Cholmondeley 1815; KG 1822.	CHOLMONDELEY, GEORGE JAMES CHOLMONDELEY, 4TH EARL OF	George James Cholmondeley, 4th Earl Of Cholmondeley
930	CHOLMONDELEY, GEORGE JAMES (1752- 1830), s. of Hon. Robert Cholmondeley (2nd s. of 3rd E. of Cholmondeley); m. 1 1790 Marcia Pitt (d. 1808), 2 1814 Catherine Francis (d. 1823), 3 1825 Hon. Mary Townshend, dau. of 2nd Vct. Sydney.	CHOLMONDELEY, GEORGE JAMES	George James Cholmondeley
931	CHOLWELL, JOHN, see Nathaniel Webb	CHOLWELL, JOHN	John Cholwell
932	CHOLWICK, THOMAS, of Devon	CHOLWICK, THOMAS, of Devon	Thomas Cholwick
933	CHURCHILL, CHARLES (c.1679-1745), illeg. s. of gen. Charles Churchill (d. 1714, bro. of the D. of Marlborough); MP 1701-10, 1715-45; army officer, col. 1709, lt-gen. 1739.	CHURCHILL, CHARLES	Charles Churchill
934	CHURCHILL, CHARLES (c.1720-1812) of Farleigh, Hants, illeg. s. of lt.-gen. Charles Churchill by Anne Oldfield (who d. 1730); educ. Westminster and in Geneva; army officer, cornet, Drag.Gds. 1726, lt. 1736; Dilettanti 1743; m. 1746 Ldy. Mary Walpole, illeg. half-sister of Horace Walpole; MP 1741-61.	CHURCHILL, CHARLES	Charles Churchill
935	CHURCHILL, SAMUEL	CHURCHILL, SAMUEL	Samuel Churchill
936	CHURCHILL, MRS	CHURCHILL, MRS	Mrs Churchill
937	CHUTE, JOHN (1701-76), dilettante, 3rd. s. of Edward Chute of the Vyne, Hants; suc. bro. Anthony 1754; unm.	CHUTE, JOHN	John Chute
938	CICCIAPORCI, ELIZABETH (STEWART), CONTESSA (d. 1816), dau. of Sir John Stewart, 3rd Bt. of Allanbank, and sis.-in-law of Sir John Coxe Hippisley; m. by 1783 the Conte Cicciaporci; d. Florence.	CICCIAPORCI, ELIZABETH	Elizabeth Cicciaporci
939	CICERY, DR	CICERY, DR	Dr Cicery
940	CLAMON (b. c.1731), painter.	CLAMON	Clamon
941	CLANBRASSILL, 1ST EARL OF, see James Hamilton (c.1691-1758)	CLANBRASSILL, 1ST EARL OF	1st Earl Of Clanbrassill
942	CLANWILLIAM, 1ST EARL OF, see Sir John Meade	CLANWILLIAM, 1ST EARL OF	1st Earl Of Clanwilliam
943	CLARE	CLARE	Clare
944	CLARENDON, 1ST EARL OF, see Hon. Thomas Villiers	CLARENDON, 1ST EARL OF	1st Earl Of Clarendon
945	CLARENDON, 2ND EARL OF, see William, Viscount Villiers	CLARENDON, 2ND EARL OF	2nd Earl Of Clarendon
946	CLARENDON, 3RD EARL OF, see Hon. John Villiers	CLARENDON, 3RD EARL OF	3rd Earl Of Clarendon
947	CLARGES, SIR THOMAS, 3RD BT. (1751-82) of Aston Herts., s. of Thomas Clarges (d. 1753); suc. gd-fa. 1759 as 3rd Bt.; educ. Eton and Ch.Ch. Oxf. 1770; m. 1777 Louisa Skrine; MP 1780-2.	CLARGES, SIR THOMAS, 3RD BT.	Sir Thomas, 3rd Bt. Clarges
948	CLARGES, LOUISA (SKRINE), LADY (1760- 1809), dau. of William Skrine MP; m. 1777 Sir Thomas Clarges.	CLARGES, LOUISA	Louisa Clarges
949	CLARGES	CLARGES	Clarges
950	CLARK, FRANCIS (c.1675-1708) of Coventry.	CLARK, FRANCIS	Francis Clark
951	CLARK, JAMES, member of the common council of London for the Candlewick ward, 1761-5; m.	CLARK, JAMES, member of the common council of London for the Candlewick ward, 1761-5	James Clark
952	CLARK, JAMES (c.1745-1800), painter and antiquary, from Inverness; worked in Edinburgh before 1768; d. Naples.	CLARK, JAMES	James Clark
953	CLARK, SAMUEL	CLARK, SAMUEL	Samuel Clark
954	CLARK, MAJ.	CLARK, MAJ.	Maj. Clark
955	CLARK, COL. (b. c.1732) and MRS	CLARK, COL.	Col. Clark
956	CLARK, MR and MRS [A.?]	CLARK, MR and MRS [A.	Mr And Mrs [A. Clark
957	CLARK	CLARK	Clark
958	CLARKE, EDWARD; Dilettanti 1736.	CLARKE, EDWARD	Edward Clarke
959	CLARKE, MAJ. EDWARD	CLARKE, MAJ. EDWARD	Maj. Edward Clarke
960	CLARKE, EDWARD DANIEL (1769-1822), 2nd s. of the Rev. Edward Clarke; Jesus Camb. 1786; LLD 1803; prof. of mineralogy, Camb. 1808; U. lib. 1817; m. 1816 Angelica Rush.	CLARKE, EDWARD DANIEL	Edward Daniel Clarke
961	CLARKE, GODFREY BAGNALL (c.1742-74) of Sutton, Derby., e. s. of Godfrey Clarke; MP 1768-74; suc. fa. 1774; unm.	CLARKE, GODFREY BAGNALL	Godfrey Bagnall Clarke
962	CLARKE, JAMES	CLARKE, JAMES	James Clarke
963	CLARKE, THOMAS (b. c.1742) of Mellis, Suff.; Trin. Hall Camb. 1758; army officer, maj. Coldstream Gds.1777, ret. 1779.	CLARKE, THOMAS	Thomas Clarke
